"","orthogroup","gene","species"
"24566","OG0006047","H01G02.2","C. elegans"
"24567","OG0006047","HCON_00099740-00001","H. contortus"
"24568","OG0006048","H01G02.3a","C. elegans"
"24569","OG0006048","HCON_00099750-00001","H. contortus"
"24570","OG0006049","H02I12.1","C. elegans"
"24571","OG0006049","HCON_00184615-00001","H. contortus"
"24572","OG0006050","H02I12.3","C. elegans"
"24573","OG0006050","HCON_00101180-00001","H. contortus"
"24574","OG0006051","H03A11.1","C. elegans"
"24575","OG0006051","HCON_00189190-00002","H. contortus"
"24576","OG0006052","H03A11.2","C. elegans"
"24577","OG0006052","HCON_00189205-00001","H. contortus"
"24578","OG0006053","H03E18.1","C. elegans"
"24579","OG0006053","HCON_00184140-00001","H. contortus"
"24580","OG0006054","H04J21.3b","C. elegans"
"24581","OG0006054","HCON_00066230-00001","H. contortus"
"24582","OG0006055","H04M03.12a","C. elegans"
"24583","OG0006055","HCON_00123260-00001","H. contortus"
"24584","OG0006056","H04M03.3","C. elegans"
"24585","OG0006056","HCON_00102400-00001","H. contortus"
"24586","OG0006057","H04M03.4","C. elegans"
"24587","OG0006057","HCON_00120690-00001","H. contortus"
"24588","OG0006058","H05C05.1c","C. elegans"
"24589","OG0006058","HCON_00067910-00001","H. contortus"
"24590","OG0006059","H05C05.4","C. elegans"
"24591","OG0006059","HCON_00079760-00001","H. contortus"
"24592","OG0006060","H05G16.1a","C. elegans"
"24593","OG0006060","HCON_00189590-00001","H. contortus"
"24594","OG0006061","H05L03.3","C. elegans"
"24595","OG0006061","HCON_00186220-00001","H. contortus"
"24596","OG0006062","H06H21.10f","C. elegans"
"24597","OG0006062","HCON_00111980-00001","H. contortus"
"24598","OG0006063","H06H21.3","C. elegans"
"24599","OG0006063","HCON_00117080-00001","H. contortus"
"24600","OG0006064","H06H21.6","C. elegans"
"24601","OG0006064","HCON_00117110-00001","H. contortus"
"24602","OG0006065","H06I04.1a","C. elegans"
"24603","OG0006065","HCON_00087450-00001","H. contortus"
"24604","OG0006066","H06I04.2a","C. elegans"
"24605","OG0006066","HCON_00056490-00001","H. contortus"
"24606","OG0006067","H06I04.3a","C. elegans"
"24607","OG0006067","HCON_00090440-00001","H. contortus"
"24608","OG0006068","H06I04.4a","C. elegans"
"24609","OG0006068","HCON_00090450-00001","H. contortus"
"24610","OG0006069","H06I04.6b","C. elegans"
"24611","OG0006069","HCON_00094590-00001","H. contortus"
"24612","OG0006070","H06O01.1","C. elegans"
"24613","OG0006070","HCON_00021540-00001","H. contortus"
"24614","OG0006071","H06O01.2","C. elegans"
"24615","OG0006071","HCON_00021530-00001","H. contortus"
"24616","OG0006072","H06O01.3a","C. elegans"
"24617","OG0006072","HCON_00021580-00001","H. contortus"
"24618","OG0006073","H08M01.2b","C. elegans"
"24619","OG0006073","HCON_00121540-00001","H. contortus"
"24620","OG0006074","H09F14.1b","C. elegans"
"24621","OG0006074","HCON_00140810-00001","H. contortus"
"24622","OG0006075","H09G03.2b","C. elegans"
"24623","OG0006075","HCON_00090270-00001","H. contortus"
"24624","OG0006076","H10D18.5b","C. elegans"
"24625","OG0006076","HCON_00148860-00001","H. contortus"
"24626","OG0006077","H10E21.1b","C. elegans"
"24627","OG0006077","HCON_00073530-00001","H. contortus"
"24628","OG0006078","H10E21.2","C. elegans"
"24629","OG0006078","HCON_00088880-00001","H. contortus"
"24630","OG0006079","H10E21.3b","C. elegans"
"24631","OG0006079","HCON_00079740-00001","H. contortus"
"24632","OG0006080","H10E21.4","C. elegans"
"24633","OG0006080","HCON_00074200-00001","H. contortus"
"24634","OG0006081","H10E21.5","C. elegans"
"24635","OG0006081","HCON_00074720-00001","H. contortus"
"24636","OG0006082","H12D21.10a","C. elegans"
"24637","OG0006082","HCON_00104545-00001","H. contortus"
"24638","OG0006083","H12D21.9b","C. elegans"
"24639","OG0006083","HCON_00104550-00001","H. contortus"
"24640","OG0006084","H13N06.2","C. elegans"
"24641","OG0006084","HCON_00168200-00001","H. contortus"
"24642","OG0006085","H13N06.3","C. elegans"
"24643","OG0006085","HCON_00167200-00001","H. contortus"
"24644","OG0006086","H13N06.4a","C. elegans"
"24645","OG0006086","HCON_00119160-00001","H. contortus"
"24646","OG0006087","H13N06.6b","C. elegans"
"24647","OG0006087","HCON_00179010-00001","H. contortus"
"24648","OG0006088","H14A12.2a","C. elegans"
"24649","OG0006088","HCON_00067090-00001","H. contortus"
"24650","OG0006089","H14A12.3","C. elegans"
"24651","OG0006089","HCON_00067080-00001","H. contortus"
"24652","OG0006090","H14E04.1","C. elegans"
"24653","OG0006090","HCON_00090720-00001","H. contortus"
"24654","OG0006091","H14E04.2c","C. elegans"
"24655","OG0006091","HCON_00090730-00001","H. contortus"
"24656","OG0006092","H14E04.5","C. elegans"
"24657","OG0006092","HCON_00009310-00001","H. contortus"
"24658","OG0006093","H14N18.1a","C. elegans"
"24659","OG0006093","HCON_00160240-00002","H. contortus"
"24660","OG0006094","H14N18.3","C. elegans"
"24661","OG0006094","HCON_00074210-00001","H. contortus"
"24662","OG0006095","H14N18.4a","C. elegans"
"24663","OG0006095","HCON_00157190-00001","H. contortus"
"24664","OG0006096","H15N14.2a","C. elegans"
"24665","OG0006096","HCON_00027380-00001","H. contortus"
"24666","OG0006097","H16O14.1d","C. elegans"
"24667","OG0006097","HCON_00106280-00001","H. contortus"
"24668","OG0006098","H17B01.4a","C. elegans"
"24669","OG0006098","HCON_00055390-00001","H. contortus"
"24670","OG0006099","H18N23.2b","C. elegans"
"24671","OG0006099","HCON_00187850-00001","H. contortus"
"24672","OG0006100","H19M22.2b","C. elegans"
"24673","OG0006100","HCON_00071040-00002","H. contortus"
"24674","OG0006101","H19M22.3a","C. elegans"
"24675","OG0006101","HCON_00071030-00001","H. contortus"
"24676","OG0006102","H19N07.1a","C. elegans"
"24677","OG0006102","HCON_00142160-00001","H. contortus"
"24678","OG0006103","H19N07.2k","C. elegans"
"24679","OG0006103","HCON_00189930-00001","H. contortus"
"24680","OG0006104","H19N07.3a","C. elegans"
"24681","OG0006104","HCON_00163140-00001","H. contortus"
"24682","OG0006105","H19N07.4a","C. elegans"
"24683","OG0006105","HCON_00163130-00001","H. contortus"
"24684","OG0006106","H20J04.2","C. elegans"
"24685","OG0006106","HCON_00043620-00001","H. contortus"
"24686","OG0006107","H20J04.3","C. elegans"
"24687","OG0006107","HCON_00046310-00003","H. contortus"
"24688","OG0006108","H20J04.5","C. elegans"
"24689","OG0006108","HCON_00058020-00001","H. contortus"
"24690","OG0006109","H20J04.6","C. elegans"
"24691","OG0006109","HCON_00036590-00001","H. contortus"
"24692","OG0006110","H20J04.8","C. elegans"
"24693","OG0006110","HCON_00036600-00001","H. contortus"
"24694","OG0006111","H20J04.9","C. elegans"
"24695","OG0006111","HCON_00052660-00001","H. contortus"
"24696","OG0006112","H21P03.1","C. elegans"
"24697","OG0006112","HCON_00128770-00001","H. contortus"
"24698","OG0006113","H21P03.2","C. elegans"
"24699","OG0006113","HCON_00017590-00001","H. contortus"
"24700","OG0006114","H21P03.3b","C. elegans"
"24701","OG0006114","HCON_00119080-00001","H. contortus"
"24702","OG0006115","H22D07.1","C. elegans"
"24703","OG0006115","HCON_00132570-00001","H. contortus"
"24704","OG0006116","H22K11.1","C. elegans"
"24705","OG0006116","HCON_00053050-00002","H. contortus"
"24706","OG0006117","H22K11.4a","C. elegans"
"24707","OG0006117","HCON_00173470-00001","H. contortus"
"24708","OG0006118","H23L24.1","C. elegans"
"24709","OG0006118","HCON_00124265-00001","H. contortus"
"24710","OG0006119","H23L24.3b","C. elegans"
"24711","OG0006119","HCON_00166500-00001","H. contortus"
"24712","OG0006120","H23L24.4","C. elegans"
"24713","OG0006120","HCON_00105295-00001","H. contortus"
"24714","OG0006121","H23N18.5","C. elegans"
"24715","OG0006121","W07G4.7","C. elegans"
"24716","OG0006122","H24G06.1a","C. elegans"
"24717","OG0006122","HCON_00140700-00001","H. contortus"
"24718","OG0006123","H24K24.3b","C. elegans"
"24719","OG0006123","HCON_00145980-00001","H. contortus"
"24720","OG0006124","H24K24.4a","C. elegans"
"24721","OG0006124","HCON_00145990-00001","H. contortus"
"24722","OG0006125","H25P06.1","C. elegans"
"24723","OG0006125","HCON_00016280-00001","H. contortus"
"24724","OG0006126","H25P06.2b","C. elegans"
"24725","OG0006126","HCON_00016270-00001","H. contortus"
"24726","OG0006127","H26D21.1","C. elegans"
"24727","OG0006127","HCON_00073750-00001","H. contortus"
"24728","OG0006128","H26D21.2","C. elegans"
"24729","OG0006128","HCON_00011270-00001","H. contortus"
"24730","OG0006129","H27A22.1b","C. elegans"
"24731","OG0006129","HCON_00140090-00001","H. contortus"
"24732","OG0006130","H27C11.1a","C. elegans"
"24733","OG0006130","HCON_00100380-00001","H. contortus"
"24734","OG0006131","H27M09.1","C. elegans"
"24735","OG0006131","HCON_00009640-00001","H. contortus"
"24736","OG0006132","H27M09.2","C. elegans"
"24737","OG0006132","HCON_00103810-00001","H. contortus"
"24738","OG0006133","H28G03.1a","C. elegans"
"24739","OG0006133","HCON_00183070-00001","H. contortus"
"24740","OG0006134","H28G03.2a","C. elegans"
"24741","OG0006134","HCON_00183170-00001","H. contortus"
"24742","OG0006135","H28G03.6","C. elegans"
"24743","OG0006135","HCON_00182920-00001","H. contortus"
"24744","OG0006136","H31G24.3","C. elegans"
"24745","OG0006136","Y43E12A.3a","C. elegans"
"24746","OG0006137","H32C10.2a","C. elegans"
"24747","OG0006137","HCON_00118620-00001","H. contortus"
"24748","OG0006138","H34C03.2b","C. elegans"
"24749","OG0006138","HCON_00111120-00001","H. contortus"
"24750","OG0006139","H34I24.2","C. elegans"
"24751","OG0006139","HCON_00084370-00002","H. contortus"
"24752","OG0006140","H35B03.1","C. elegans"
"24753","OG0006140","HCON_00098490-00001","H. contortus"
"24754","OG0006141","H35N03.1","C. elegans"
"24755","OG0006141","HCON_00064270-00001","H. contortus"
"24756","OG0006142","H37A05.1","C. elegans"
"24757","OG0006142","HCON_00141410-00001","H. contortus"
"24758","OG0006143","H37A05.4a","C. elegans"
"24759","OG0006143","VH15N14R.1","C. elegans"
"24760","OG0006144","H37N21.1","C. elegans"
"24761","OG0006144","HCON_00001645-00001","H. contortus"
"24762","OG0006145","H38K22.1","C. elegans"
"24763","OG0006145","HCON_00070910-00001","H. contortus"
"24764","OG0006146","H38K22.2a","C. elegans"
"24765","OG0006146","HCON_00094900-00001","H. contortus"
"24766","OG0006147","H38K22.3","C. elegans"
"24767","OG0006147","HCON_00086860-00001","H. contortus"
"24768","OG0006148","H38K22.5a","C. elegans"
"24769","OG0006148","HCON_00067930-00001","H. contortus"
"24770","OG0006149","H39E23.1d","C. elegans"
"24771","OG0006149","HCON_00132030-00001","H. contortus"
"24772","OG0006150","H41C03.1","C. elegans"
"24773","OG0006150","HCON_00061610-00001","H. contortus"
"24774","OG0006151","H42K12.3","C. elegans"
"24775","OG0006151","HCON_00190380-00001","H. contortus"
"24776","OG0006152","H43I07.1a","C. elegans"
"24777","OG0006152","HCON_00136930-00001","H. contortus"
"24778","OG0006153","H43I07.2","C. elegans"
"24779","OG0006153","HCON_00136920-00001","H. contortus"
"24780","OG0006154","H43I07.3a","C. elegans"
"24781","OG0006154","HCON_00136910-00001","H. contortus"
"24782","OG0006155","HCON_00118790-00001","H. contortus"
"24783","OG0006155","JC8.10b","C. elegans"
"24784","OG0006156","HCON_00118770-00001","H. contortus"
"24785","OG0006156","JC8.12a","C. elegans"
"24786","OG0006157","HCON_00113920-00001","H. contortus"
"24787","OG0006157","JC8.2","C. elegans"
"24788","OG0006158","HCON_00104640-00002","H. contortus"
"24789","OG0006158","JC8.3a","C. elegans"
"24790","OG0006159","HCON_00104628-00001","H. contortus"
"24791","OG0006159","JC8.4","C. elegans"
"24792","OG0006160","HCON_00104625-00001","H. contortus"
"24793","OG0006160","JC8.5a","C. elegans"
"24794","OG0006161","HCON_00104630-00001","H. contortus"
"24795","OG0006161","JC8.6a","C. elegans"
"24796","OG0006162","HCON_00104620-00001","H. contortus"
"24797","OG0006162","JC8.7a","C. elegans"
"24798","OG0006163","HCON_00137560-00001","H. contortus"
"24799","OG0006163","JC8.8","C. elegans"
"24800","OG0006164","HCON_00077440-00001","H. contortus"
"24801","OG0006164","K01A11.1","C. elegans"
"24802","OG0006165","HCON_00080220-00001","H. contortus"
"24803","OG0006165","K01A11.2","C. elegans"
"24804","OG0006166","HCON_00135360-00001","H. contortus"
"24805","OG0006166","K01A11.4a","C. elegans"
"24806","OG0006167","HCON_00079270-00001","H. contortus"
"24807","OG0006167","K01A2.1","C. elegans"
"24808","OG0006168","HCON_00068080-00001","H. contortus"
"24809","OG0006168","K01A2.10a","C. elegans"
"24810","OG0006169","HCON_00074220-00002","H. contortus"
"24811","OG0006169","K01A2.11d","C. elegans"
"24812","OG0006170","HCON_00042410-00001","H. contortus"
"24813","OG0006170","K01A2.2a","C. elegans"
"24814","OG0006171","HCON_00045300-00001","H. contortus"
"24815","OG0006171","K01A2.5a","C. elegans"
"24816","OG0006172","HCON_00022250-00001","H. contortus"
"24817","OG0006172","K01A2.7","C. elegans"
"24818","OG0006173","HCON_00109010-00003","H. contortus"
"24819","OG0006173","K01A6.2a","C. elegans"
"24820","OG0006174","HCON_00120140-00001","H. contortus"
"24821","OG0006174","K01A6.6b","C. elegans"
"24822","OG0006175","HCON_00084600-00001","H. contortus"
"24823","OG0006175","K01B6.1","C. elegans"
"24824","OG0006176","HCON_00079100-00001","H. contortus"
"24825","OG0006176","K01B6.2","C. elegans"
"24826","OG0006177","HCON_00068830-00001","H. contortus"
"24827","OG0006177","K01B6.3","C. elegans"
"24828","OG0006178","HCON_00062440-00001","H. contortus"
"24829","OG0006178","K01C8.1","C. elegans"
"24830","OG0006179","HCON_00041070-00001","H. contortus"
"24831","OG0006179","K01C8.10","C. elegans"
"24832","OG0006180","HCON_00059835-00001","H. contortus"
"24833","OG0006180","K01C8.2","C. elegans"
"24834","OG0006181","HCON_00053610-00001","H. contortus"
"24835","OG0006181","K01C8.6","C. elegans"
"24836","OG0006182","HCON_00123410-00001","H. contortus"
"24837","OG0006182","K01C8.7a","C. elegans"
"24838","OG0006183","HCON_00037480-00001","H. contortus"
"24839","OG0006183","K01C8.9","C. elegans"
"24840","OG0006184","HCON_00161440-00002","H. contortus"
"24841","OG0006184","K01D12.4b","C. elegans"
"24842","OG0006185","HCON_00170560-00002","H. contortus"
"24843","OG0006185","K01D12.6","C. elegans"
"24844","OG0006186","HCON_00090280-00001","H. contortus"
"24845","OG0006186","K01F9.2","C. elegans"
"24846","OG0006187","HCON_00077870-00001","H. contortus"
"24847","OG0006187","K01G5.1","C. elegans"
"24848","OG0006188","HCON_00077320-00001","H. contortus"
"24849","OG0006188","K01G5.10","C. elegans"
"24850","OG0006189","HCON_00089320-00001","H. contortus"
"24851","OG0006189","K01G5.4","C. elegans"
"24852","OG0006190","HCON_00089330-00001","H. contortus"
"24853","OG0006190","K01G5.5","C. elegans"
"24854","OG0006191","HCON_00089315-00001","H. contortus"
"24855","OG0006191","K01G5.6","C. elegans"
"24856","OG0006192","HCON_00145270-00001","H. contortus"
"24857","OG0006192","K01G5.9","C. elegans"
"24858","OG0006193","HCON_00096430-00001","H. contortus"
"24859","OG0006193","K01H12.1a","C. elegans"
"24860","OG0006194","HCON_00011780-00001","H. contortus"
"24861","OG0006194","K02A11.1b","C. elegans"
"24862","OG0006195","HCON_00002750-00001","H. contortus"
"24863","OG0006195","K02A11.3","C. elegans"
"24864","OG0006196","HCON_00033700-00001","H. contortus"
"24865","OG0006196","K02A2.3b","C. elegans"
"24866","OG0006197","HCON_00159960-00001","H. contortus"
"24867","OG0006197","K02A4.2","C. elegans"
"24868","OG0006198","K02A6.1","C. elegans"
"24869","OG0006198","K02A6.4","C. elegans"
"24870","OG0006199","HCON_00021460-00001","H. contortus"
"24871","OG0006199","K02B12.1","C. elegans"
"24872","OG0006200","HCON_00013370-00001","H. contortus"
"24873","OG0006200","K02B12.3","C. elegans"
"24874","OG0006201","HCON_00021500-00001","H. contortus"
"24875","OG0006201","K02B12.4b","C. elegans"
"24876","OG0006202","HCON_00022320-00001","H. contortus"
"24877","OG0006202","K02B12.5","C. elegans"
"24878","OG0006203","HCON_00022340-00001","H. contortus"
"24879","OG0006203","K02B12.7","C. elegans"
"24880","OG0006204","HCON_00022350-00001","H. contortus"
"24881","OG0006204","K02B12.8b","C. elegans"
"24882","OG0006205","HCON_00125220-00001","H. contortus"
"24883","OG0006205","K02B2.1","C. elegans"
"24884","OG0006206","HCON_00126055-00001","H. contortus"
"24885","OG0006206","K02B2.3","C. elegans"
"24886","OG0006207","HCON_00119350-00001","H. contortus"
"24887","OG0006207","K02B2.4a","C. elegans"
"24888","OG0006208","HCON_00119340-00001","H. contortus"
"24889","OG0006208","K02B2.5","C. elegans"
"24890","OG0006209","HCON_00036630-00001","H. contortus"
"24891","OG0006209","K02B7.3a","C. elegans"
"24892","OG0006210","K02B9.1","C. elegans"
"24893","OG0006210","K02B9.2","C. elegans"
"24894","OG0006211","HCON_00188830-00001","H. contortus"
"24895","OG0006211","K02B9.4b","C. elegans"
"24896","OG0006212","HCON_00045720-00001","H. contortus"
"24897","OG0006212","K02C4.2","C. elegans"
"24898","OG0006213","HCON_00058780-00001","H. contortus"
"24899","OG0006213","K02C4.3a","C. elegans"
"24900","OG0006214","HCON_00049480-00001","H. contortus"
"24901","OG0006214","K02C4.4a","C. elegans"
"24902","OG0006215","HCON_00058790-00001","H. contortus"
"24903","OG0006215","K02C4.5","C. elegans"
"24904","OG0006216","HCON_00078390-00001","H. contortus"
"24905","OG0006216","K02D10.1a","C. elegans"
"24906","OG0006217","HCON_00078810-00001","H. contortus"
"24907","OG0006217","K02D10.4","C. elegans"
"24908","OG0006218","HCON_00078380-00001","H. contortus"
"24909","OG0006218","K02D10.5","C. elegans"
"24910","OG0006219","K02D3.1","C. elegans"
"24911","OG0006219","T22F7.4","C. elegans"
"24912","OG0006220","HCON_00114100-00001","H. contortus"
"24913","OG0006220","K02D7.1b","C. elegans"
"24914","OG0006221","HCON_00113480-00001","H. contortus"
"24915","OG0006221","K02D7.2","C. elegans"
"24916","OG0006222","HCON_00106460-00001","H. contortus"
"24917","OG0006222","K02D7.4","C. elegans"
"24918","OG0006223","HCON_00132950-00001","H. contortus"
"24919","OG0006223","K02E10.2a","C. elegans"
"24920","OG0006224","HCON_00056580-00001","H. contortus"
"24921","OG0006224","K02E10.6","C. elegans"
"24922","OG0006225","HCON_00181850-00001","H. contortus"
"24923","OG0006225","K02E10.8b","C. elegans"
"24924","OG0006226","K02E2.4","C. elegans"
"24925","OG0006226","Y53H1A.4a","C. elegans"
"24926","OG0006227","HCON_00009620-00001","H. contortus"
"24927","OG0006227","K02F2.1a","C. elegans"
"24928","OG0006228","HCON_00025980-00001","H. contortus"
"24929","OG0006228","K02F2.2","C. elegans"
"24930","OG0006229","HCON_00025970-00001","H. contortus"
"24931","OG0006229","K02F2.3","C. elegans"
"24932","OG0006230","HCON_00023640-00001","H. contortus"
"24933","OG0006230","K02F2.5","C. elegans"
"24934","OG0006231","HCON_00025975-00001","H. contortus"
"24935","OG0006231","K02F2.6","C. elegans"
"24936","OG0006232","HCON_00097680-00001","H. contortus"
"24937","OG0006232","K02F3.1","C. elegans"
"24938","OG0006233","HCON_00143650-00001","H. contortus"
"24939","OG0006233","K02F3.10","C. elegans"
"24940","OG0006234","HCON_00080250-00001","H. contortus"
"24941","OG0006234","K02F3.11","C. elegans"
"24942","OG0006235","HCON_00003710-00001","H. contortus"
"24943","OG0006235","K02F3.12a","C. elegans"
"24944","OG0006236","HCON_00059190-00001","H. contortus"
"24945","OG0006236","K02F3.2b","C. elegans"
"24946","OG0006237","HCON_00093410-00001","H. contortus"
"24947","OG0006237","K02F3.3","C. elegans"
"24948","OG0006238","HCON_00090310-00001","H. contortus"
"24949","OG0006238","K02F3.5","C. elegans"
"24950","OG0006239","HCON_00086180-00001","H. contortus"
"24951","OG0006239","K02F3.9","C. elegans"
"24952","OG0006240","K02F6.1","C. elegans"
"24953","OG0006240","M04C7.3","C. elegans"
"24954","OG0006241","HCON_00169530-00001","H. contortus"
"24955","OG0006241","K02G10.1","C. elegans"
"24956","OG0006242","HCON_00184660-00001","H. contortus"
"24957","OG0006242","K02G10.3","C. elegans"
"24958","OG0006243","HCON_00176100-00001","H. contortus"
"24959","OG0006243","K02G10.4a","C. elegans"
"24960","OG0006244","HCON_00166550-00001","H. contortus"
"24961","OG0006244","K02G10.6","C. elegans"
"24962","OG0006245","HCON_00168420-00001","H. contortus"
"24963","OG0006245","K02G10.7a","C. elegans"
"24964","OG0006246","HCON_00106200-00001","H. contortus"
"24965","OG0006246","K02G10.8b","C. elegans"
"24966","OG0006247","HCON_00166920-00001","H. contortus"
"24967","OG0006247","K02H8.1d","C. elegans"
"24968","OG0006248","HCON_00184610-00001","H. contortus"
"24969","OG0006248","K03A11.3","C. elegans"
"24970","OG0006249","HCON_00184580-00001","H. contortus"
"24971","OG0006249","K03A11.5","C. elegans"
"24972","OG0006250","HCON_00135280-00001","H. contortus"
"24973","OG0006250","K03B4.1","C. elegans"
"24974","OG0006251","HCON_00135290-00001","H. contortus"
"24975","OG0006251","K03B4.3b","C. elegans"
"24976","OG0006252","HCON_00140220-00001","H. contortus"
"24977","OG0006252","K03B8.6","C. elegans"
"24978","OG0006253","HCON_00156570-00001","H. contortus"
"24979","OG0006253","K03B8.7","C. elegans"
"24980","OG0006254","HCON_00039370-00001","H. contortus"
"24981","OG0006254","K03B8.9","C. elegans"
"24982","OG0006255","HCON_00170960-00001","H. contortus"
"24983","OG0006255","K03C7.2a","C. elegans"
"24984","OG0006256","HCON_00006790-00001","H. contortus"
"24985","OG0006256","K03D10.1","C. elegans"
"24986","OG0006257","HCON_00010850-00001","H. contortus"
"24987","OG0006257","K03E5.1","C. elegans"
"24988","OG0006258","HCON_00023960-00001","H. contortus"
"24989","OG0006258","K03E5.2a","C. elegans"
"24990","OG0006259","HCON_00149630-00001","H. contortus"
"24991","OG0006259","K03E5.3a","C. elegans"
"24992","OG0006260","HCON_00188920-00001","H. contortus"
"24993","OG0006260","K03E6.1b","C. elegans"
"24994","OG0006261","HCON_00058860-00001","H. contortus"
"24995","OG0006261","K03E6.4","C. elegans"
"24996","OG0006262","HCON_00164800-00001","H. contortus"
"24997","OG0006262","K03E6.5b","C. elegans"
"24998","OG0006263","HCON_00044630-00001","H. contortus"
"24999","OG0006263","K03E6.6","C. elegans"
"25000","OG0006264","HCON_00079610-00001","H. contortus"
"25001","OG0006264","K03F8.2","C. elegans"
"25002","OG0006265","HCON_00091670-00001","H. contortus"
"25003","OG0006265","K03H1.11","C. elegans"
"25004","OG0006266","HCON_00091665-00001","H. contortus"
"25005","OG0006266","K03H1.13a","C. elegans"
"25006","OG0006267","HCON_00091675-00001","H. contortus"
"25007","OG0006267","K03H1.2","C. elegans"
"25008","OG0006268","HCON_00072670-00001","H. contortus"
"25009","OG0006268","K03H1.5","C. elegans"
"25010","OG0006269","HCON_00120350-00001","H. contortus"
"25011","OG0006269","K03H6.1","C. elegans"
"25012","OG0006270","HCON_00120770-00001","H. contortus"
"25013","OG0006270","K03H6.5a","C. elegans"
"25014","OG0006271","HCON_00050250-00001","H. contortus"
"25015","OG0006271","K03H9.2","C. elegans"
"25016","OG0006272","K04A8.19","C. elegans"
"25017","OG0006272","K04A8.21","C. elegans"
"25018","OG0006273","HCON_00148710-00001","H. contortus"
"25019","OG0006273","K04A8.4a","C. elegans"
"25020","OG0006274","HCON_00104770-00001","H. contortus"
"25021","OG0006274","K04B12.1","C. elegans"
"25022","OG0006275","HCON_00063600-00001","H. contortus"
"25023","OG0006275","K04B12.3a","C. elegans"
"25024","OG0006276","HCON_00074610-00001","H. contortus"
"25025","OG0006276","K04C2.2","C. elegans"
"25026","OG0006277","HCON_00083870-00001","H. contortus"
"25027","OG0006277","K04C2.3a","C. elegans"
"25028","OG0006278","HCON_00190060-00001","H. contortus"
"25029","OG0006278","K04C2.5","C. elegans"
"25030","OG0006279","K04C2.6","C. elegans"
"25031","OG0006279","T24D3.1","C. elegans"
"25032","OG0006280","HCON_00140870-00001","H. contortus"
"25033","OG0006280","K04C2.8","C. elegans"
"25034","OG0006281","HCON_00117720-00001","H. contortus"
"25035","OG0006281","K04D7.1","C. elegans"
"25036","OG0006282","HCON_00117710-00001","H. contortus"
"25037","OG0006282","K04D7.2a","C. elegans"
"25038","OG0006283","HCON_00117660-00001","H. contortus"
"25039","OG0006283","K04D7.3a","C. elegans"
"25040","OG0006284","HCON_00117650-00001","H. contortus"
"25041","OG0006284","K04D7.4a","C. elegans"
"25042","OG0006285","HCON_00118080-00001","H. contortus"
"25043","OG0006285","K04D7.5a","C. elegans"
"25044","OG0006286","HCON_00180760-00001","H. contortus"
"25045","OG0006286","K04E7.1","C. elegans"
"25046","OG0006287","HCON_00150790-00002","H. contortus"
"25047","OG0006287","K04E7.3","C. elegans"
"25048","OG0006288","HCON_00016540-00001","H. contortus"
"25049","OG0006288","K04F10.1","C. elegans"
"25050","OG0006289","HCON_00020920-00001","H. contortus"
"25051","OG0006289","K04F10.2","C. elegans"
"25052","OG0006290","HCON_00028715-00001","H. contortus"
"25053","OG0006290","K04F10.4d","C. elegans"
"25054","OG0006291","HCON_00016760-00001","H. contortus"
"25055","OG0006291","K04F10.7","C. elegans"
"25056","OG0006292","HCON_00180610-00001","H. contortus"
"25057","OG0006292","K04G11.2","C. elegans"
"25058","OG0006293","HCON_00025940-00001","H. contortus"
"25059","OG0006293","K04G2.1","C. elegans"
"25060","OG0006294","HCON_00004400-00001","H. contortus"
"25061","OG0006294","K04G2.11","C. elegans"
"25062","OG0006295","HCON_00002520-00002","H. contortus"
"25063","OG0006295","K04G2.2","C. elegans"
"25064","OG0006296","HCON_00002530-00001","H. contortus"
"25065","OG0006296","K04G2.3","C. elegans"
"25066","OG0006297","HCON_00156705-00001","H. contortus"
"25067","OG0006297","K04G2.4","C. elegans"
"25068","OG0006298","HCON_00004410-00001","H. contortus"
"25069","OG0006298","K04G2.5b","C. elegans"
"25070","OG0006299","HCON_00010120-00001","H. contortus"
"25071","OG0006299","K04G2.6","C. elegans"
"25072","OG0006300","HCON_00021380-00001","H. contortus"
"25073","OG0006300","K04G2.8b","C. elegans"
"25074","OG0006301","HCON_00023400-00001","H. contortus"
"25075","OG0006301","K04G2.9","C. elegans"
"25076","OG0006302","HCON_00083980-00001","H. contortus"
"25077","OG0006302","K04G7.10","C. elegans"
"25078","OG0006303","HCON_00010800-00001","H. contortus"
"25079","OG0006303","K04G7.11","C. elegans"
"25080","OG0006304","HCON_00084000-00001","H. contortus"
"25081","OG0006304","K04G7.3a","C. elegans"
"25082","OG0006305","HCON_00083990-00001","H. contortus"
"25083","OG0006305","K04G7.4a","C. elegans"
"25084","OG0006306","HCON_00068595-00001","H. contortus"
"25085","OG0006306","K04H4.1a","C. elegans"
"25086","OG0006307","HCON_00078730-00001","H. contortus"
"25087","OG0006307","K04H4.2c","C. elegans"
"25088","OG0006308","HCON_00184670-00001","H. contortus"
"25089","OG0006308","K05B2.2a","C. elegans"
"25090","OG0006309","HCON_00017980-00001","H. contortus"
"25091","OG0006309","K05C4.1","C. elegans"
"25092","OG0006310","HCON_00007590-00001","H. contortus"
"25093","OG0006310","K05C4.11","C. elegans"
"25094","OG0006311","HCON_00017990-00001","H. contortus"
"25095","OG0006311","K05C4.2","C. elegans"
"25096","OG0006312","HCON_00027120-00001","H. contortus"
"25097","OG0006312","K05C4.5","C. elegans"
"25098","OG0006313","HCON_00027115-00001","H. contortus"
"25099","OG0006313","K05C4.6b","C. elegans"
"25100","OG0006314","HCON_00027110-00001","H. contortus"
