"","transcriptID","WormBaseID","locus","start","stop","VL_am","VL_lm","VL_nil","VC_lm","VC_nil","VR_am","VR_lm","VR_nil","HCON_ortho","HCON_start","HCON_stop","interval_1_status","interval_2_status"
"1396","K08B12.2","WBGene00019521","dmd-7",6249172,6252458,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","K08B12.3","WBGene00019522",NA,6235176,6237808,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00162280-00001","46699921","46701588",NA,"Y"
"1398","ZK1037.3","WBGene00014191","srt-22",15314668,15315927,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1399","ZK1037.1","WBGene00014190","irld-62",15311080,15312536,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1400","ZK1037.6","WBGene00014194",NA,15325812,15327795,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1401","T03D3.5","WBGene00020183",NA,2823806,2826835,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","T03D3.4","WBGene00005259","srh-36",2819581,2821668,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","F08H9.12","WBGene00023515","srz-97",14465095,14468246,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1404","T03D3.6","WBGene00005627","srj-45",2835411,2836601,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","T03D3.1","WBGene00020182","ugt-53",2849343,2852031,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","T03D3.3","WBGene00005749","srw-2",2830878,2832554,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","F16B3.2","WBGene00017502",NA,1315105,1315524,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","Y17D7B.3","WBGene00012451",NA,18784954,18786788,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1409","F49A5.4b","WBGene00009856","clec-24",16862012,16863890,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1410","F41B5.3a","WBGene00018261","cyp-33C5",2245004,2247029,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","F09F3.7","WBGene00006025","srx-134",13854878,13856476,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1412","K04F1.9a","WBGene00019388",NA,1665221,1665950,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","T26H5.10","WBGene00044783",NA,15443330,15443808,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1414","F11D11.22","WBGene00271804",NA,18762344,18763561,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1415","F11D11.21","WBGene00206492",NA,18750163,18750691,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1416","Y6E2A.8","WBGene00012401","irld-57",15724810,15726710,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1417","C01G10.18","WBGene00077583",NA,15088378,15088710,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1418","F09F3.6","WBGene00008628","ttr-21",13853834,13855260,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1419","C01G10.14","WBGene00007239",NA,15105327,15105943,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1420","Y6E2A.1","WBGene00012397",NA,15709578,15710501,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1421","Y6E2A.2","WBGene00006156","str-101",15710787,15711998,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1422","F53C11.1a","WBGene00009971",NA,13775796,13777771,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1423","Y46H3A.6a","WBGene00001632","gly-7",1815851,1821323,"Y",NA,"Y",NA,NA,NA,NA,NA,"HCON_00142700-00001","16797132","16803975",NA,NA
"1424","F44G3.14","WBGene00044661","fbxa-143",16125794,16127501,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1425","Y39H10A.2b","WBGene00021479","oac-55",3761139,3766306,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","Y39H10A.1","WBGene00021478",NA,3767204,3767808,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","Y40B10A.3a","WBGene00021488","srab-23",2033792,2035645,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","F10A3.3","WBGene00008633","fbxa-18",16143558,16144664,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1429","R08A2.9","WBGene00219318",NA,14708258,14708639,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1430","R08A2.4","WBGene00011135","fbxa-147",14716499,14717425,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1431","R08A2.2","WBGene00011133",NA,14714207,14715720,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1432","R08A2.3","WBGene00011134","ssp-33",14711313,14711736,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1433","T22F3.2a","WBGene00020695",NA,3586639,3589015,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","R08A2.1","WBGene00011132",NA,14718543,14719591,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1435","ZK697.11a","WBGene00005410","srh-199",1750001,1751549,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","D1086.12b","WBGene00044082",NA,14101254,14102818,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1437","W06D12.5","WBGene00006685","twk-33",17710039,17714377,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1438","F40D4.9a","WBGene00009569","srz-66",17166028,17167557,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1439","T08G3.10","WBGene00005782","srw-35",16472513,16473470,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"1440","Y37H2A.14","WBGene00045416",NA,18143716,18144720,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1441","C06H5.6a","WBGene00007394",NA,17879819,17888968,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00150450-00001","30181048","30196667",NA,NA
"1442","C55A1.4","WBGene00008322",NA,15642639,15643491,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1443","Y57E12B.1","WBGene00021961",NA,6948529,6948872,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","C14A6.5","WBGene00007569",NA,18163437,18164858,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1445","D1086.4a","WBGene00001864","him-5",14090426,14092454,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1446","F47D2.7a","WBGene00018558","srt-20",4276034,4278691,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","F09F3.2","WBGene00006022","srx-131",13845436,13846727,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1448","Y57E12B.3","WBGene00021963","lipl-6",6931475,6934312,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00140760-00001","13643470","13652514",NA,NA
"1449","Y39B6A.47a","WBGene00012703","nhr-145",19087723,19092668,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1450","F44G3.5","WBGene00009707","srxa-16",16112992,16114337,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1451","F11D11.4","WBGene00008699",NA,18761378,18761613,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1452","ZC376.8","WBGene00013879",NA,14180247,14181540,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1453","ZK1037.4a","WBGene00014192","nhr-246",15316497,15318425,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1454","B0391.11a","WBGene00007166","fbxa-152",15600323,15602347,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1455","F44C8.8a","WBGene00003723","nhr-133",2210513,2212114,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","F44G3.6","WBGene00004809","skr-3",16121084,16122649,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1457","K11G9.4","WBGene00001210","egl-46",6679101,6681573,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00150590-00002","30336432","30340285",NA,NA
"1458","K11G9.5","WBGene00019655",NA,6685807,6688492,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","K11G9.6","WBGene00003473","mtl-1",6691264,6691863,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","Y102A5C.13","WBGene00013619","fbxa-112",16947158,16948111,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1461","Y102A5C.14","WBGene00013620","fbxa-111",16948659,16949674,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1462","K11G9.1","WBGene00019652","cest-34",6676799,6679109,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","K11G9.2","WBGene00019653","cest-31",6674267,6676426,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","K11G9.3","WBGene00019654","cest-28",6669823,6672036,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","Y102A5C.18","WBGene00001161","efl-1",16958587,16965675,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00132200-00001","1431482","1435396",NA,NA
"1466","Y102A5C.19","WBGene00013623","fbxa-90",16966814,16968586,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1467","Y51A2D.21","WBGene00044210",NA,18571829,18573026,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00162380-00001","46817322","46819407",NA,"Y"
"1468","F31F7.1a","WBGene00017964",NA,6276439,6278160,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","F57G4.1","WBGene00010206",NA,17623530,17624559,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1470","T07H8.3","WBGene00005950","srx-59",6971867,6973149,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","C53A3.4","WBGene00303231",NA,5758224,5758838,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1472","T07H8.1","WBGene00005907","srx-16",6976347,6977387,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","C53A3.2","WBGene00016892","pgph-3",5762350,5763846,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1474","C53A3.3","WBGene00044543",NA,5756493,5756657,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1475","R10E8.5","WBGene00011211",NA,18254783,18257067,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1476","C53A3.1","WBGene00016891",NA,5758792,5760232,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1477","C36C5.3","WBGene00016472","srbc-6",3170138,3171408,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","C36C5.5","WBGene00016474",NA,3157077,3157870,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","C36C5.7","WBGene00016476","srab-10",3143094,3144597,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","C36C5.6","WBGene00016475","srab-9",3139931,3141290,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","C36C5.8","WBGene00016477","srab-11",3145200,3147032,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","K09D9.6","WBGene00005230","srh-4",4010470,4011966,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","K09D9.7","WBGene00005233","srh-7",4008227,4009818,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","F08F3.9b","WBGene00017265","snpc-1.3",5437084,5439168,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1485","K09D9.2","WBGene00019565","cyp-35A3",4022609,4024479,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","K09D9.3","WBGene00019566",NA,4019488,4020601,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","F44E7.9","WBGene00018431",NA,5791228,5792228,NA,NA,NA,NA,"Y",NA,NA,NA,"HCON_00157010-00001","39853646","39856432","Y",NA
"1488","K09D9.1","WBGene00019564",NA,4025047,4026212,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","ZK697.12","WBGene00005849","srw-102",1720227,1721973,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","F44E7.6","WBGene00018428","fbxa-183",5781317,5782787,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1491","ZK697.10","WBGene00006205","str-160",1734869,1736767,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","F44E7.3","WBGene00018425",NA,5771945,5772511,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1493","F44E7.2","WBGene00018424","pgph-2",5765129,5771768,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"1494","K09D9.8","WBGene00005234","srh-8",4005567,4007517,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","K09D9.9","WBGene00019567",NA,3992628,3994180,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","T02B5.4","WBGene00005104","srd-26",14161459,14163009,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1497","T02B5.2","WBGene00011363","ocam-1",14167228,14167729,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1498","H12D21.2a","WBGene00010378",NA,14887685,14888477,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1499","D1086.18","WBGene00045405",NA,14085889,14087186,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1500","F35F10.9a","WBGene00018058","srbc-1",3298885,3301998,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","H12D21.4","WBGene00010380","mpst-2",14891377,14893455,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1502","H12D21.5","WBGene00010381",NA,14894000,14894854,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1503","H12D21.3","WBGene00010379",NA,14885897,14886148,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1504","C54E10.10","WBGene00206523",NA,18802903,18803360,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1505","Y6E2A.4","WBGene00012398",NA,15712208,15716779,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1506","C14A6.3","WBGene00007567",NA,18146377,18150259,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1507","R09B5.11","WBGene00019979",NA,1439179,1441867,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","B0213.8","WBGene00006141","str-82",3974661,3976264,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","R09B5.13","WBGene00044900","cnc-11",1442588,1442917,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","B0213.5","WBGene00003768","nlp-30",3981980,3982741,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","B0213.4","WBGene00003767","nlp-29",3982357,3984849,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","B0213.7","WBGene00006142","str-83",3977264,3978811,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","B0213.6","WBGene00003769","nlp-31",3980055,3980622,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","C39F7.5","WBGene00016540",NA,1264773,1270160,NA,NA,"Y",NA,NA,NA,NA,NA,"HCON_00143110-00001","17503497","17513506",NA,NA
"1515","C39F7.4","WBGene00004266","rab-1",1262617,1263989,NA,NA,"Y",NA,NA,NA,NA,NA,"HCON_00143120-00001","17517420","17522247",NA,NA
"1516","T24A6.18","WBGene00001738","grl-29",3554611,3555236,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","T24A6.19","WBGene00020755","grl-31",3557137,3557778,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","T13F3.8","WBGene00044205",NA,16269800,16272575,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1519","C14A6.6","WBGene00007570",NA,18165239,18167261,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1520","Y61B8B.1","WBGene00005582","sri-70",17303054,17304438,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1521","T13F3.4","WBGene00011751",NA,16265097,16265607,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1522","T05G11.6","WBGene00005802","srw-55",15938776,15940354,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA
"1523","T24A6.13","WBGene00020752","srbc-68",3545677,3546617,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","T24A6.14","WBGene00005877","srw-130",3546969,3548898,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","T24A6.15","WBGene00001737","grl-28",3551346,3551865,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","T05G11.2","WBGene00011506","srbc-77",15930182,15931084,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1527","T24A6.17","WBGene00020754",NA,3564240,3564435,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","Y6E2A.5","WBGene00012399",NA,15716361,15718660,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1529","ZK40.1","WBGene00022646","acl-9",6453196,6454973,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00191940-00001","48241358","48307474",NA,NA
"1530","C06C6.4","WBGene00003653","nhr-63",16002588,16004735,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1531","C06C6.3","WBGene00006262","str-231",16006304,16007605,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1532","ZC142.1a","WBGene00022528","srt-13",4247969,4250147,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","Y69H2.3j","WBGene00013481",NA,18656094,18664116,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1534","C06C6.9","WBGene00007383",NA,15996171,15996755,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1535","C06C6.8","WBGene00007382",NA,15997136,15997769,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1536","Y17D7B.10","WBGene00194982",NA,18783551,18784957,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1537","T25F10.2","WBGene00000936","dbl-1",6758135,6760418,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00153700-00001","35302813","35311235",NA,NA
"1538","T10C6.4","WBGene00005935","srx-44",16020342,16022652,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1539","T24A6.1a","WBGene00020744",NA,3559044,3559691,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","ZK1055.6b","WBGene00022847",NA,6599190,6602604,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","F10A3.1","WBGene00008631",NA,16140314,16141164,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1542","Y39B6A.37","WBGene00012695",NA,18990191,18993505,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1543","R10E8.8","WBGene00011213",NA,18238108,18240736,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1544","Y19D10A.9","WBGene00021224","clec-209",2351676,2352932,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545","F36D3.14","WBGene00044189",NA,16502947,16503282,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"1546","T15B7.3","WBGene00000716","col-143",6835635,6836862,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","Y19D10A.6","WBGene00021221",NA,2358801,2360543,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548","Y6E2A.7","WBGene00012400",NA,15719870,15721292,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1549","Y19D10A.2","WBGene00021217",NA,2401357,2404989,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","Y17D7B.4","WBGene00012452",NA,18776195,18779661,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1551","Y17D7B.2","WBGene00012450",NA,18787739,18789653,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1552","T25F10.4","WBGene00020807",NA,6760442,6762461,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","F14H3.4","WBGene00008823",NA,16053899,16055072,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"1554","T25F10.5","WBGene00000244","bbs-8",6762468,6765072,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00157170-00001","40038641","40044008","Y",NA
"1555","F21D9.11a","WBGene00219452",NA,19252181,19253054,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1556","Y17D7B.8","WBGene00044892","clec-257",18773061,18774024,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1557","C17B7.10a","WBGene00015884",NA,3340177,3342006,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","F27B10.1b","WBGene00017850",NA,7072759,7075838,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00160720-00001","44485437","44486599",NA,NA
"1559","C08E8.10","WBGene00077692",NA,18339015,18339907,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1560","T19F4.1b","WBGene00020586","frpr-18",6870304,6873809,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00156470-00001","39076981","39091656","Y",NA
"1561","F36H9.2a","WBGene00018111",NA,1788463,1793286,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","F23B12.5","WBGene00009082","dlat-1",14445296,14447543,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00146110-00001","23318105","23340054",NA,NA
"1563","F35E12.8a","WBGene00009432","cld-9",13749181,13751891,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1564","F23B12.6","WBGene00006465","fntb-1",14447618,14449587,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00154510-00001","36581195","36584660",NA,NA
"1565","F23B12.7","WBGene00009084",NA,14449697,14452971,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00154520-00001","36584787","36591179",NA,NA
"1566","C01B4.8a","WBGene00015272",NA,2490512,2492701,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","Y32B12A.3","WBGene00012518","comt-2",16493453,16494489,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"1568","F23B12.9","WBGene00001170","egl-1",14431304,14432359,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1569","Y61B8B.3","WBGene00303378",NA,17312343,17312486,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1570","C25D7.10","WBGene00007720",NA,15066474,15068577,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00155935-00001","38242167","38253100","Y",NA
"1571","Y39B6A.36","WBGene00012694","gtf-2F2",18990850,18998210,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00135440-00001","5762541","5764310",NA,NA
"1572","F20A1.6a","WBGene00017618",NA,7024632,7027083,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","Y39B6A.30","WBGene00012689",NA,19014573,19020062,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1574","T03E6.7a","WBGene00000776","cpl-1",16559830,16595346,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"1575","Y39B6A.33","WBGene00012692",NA,19001954,19007054,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00142460-00001","16554833","16559672",NA,NA
"1576","Y32B12A.1","WBGene00012516","sqst-4",16488472,16489104,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"1577","W06H3.2a","WBGene00004248","pus-1",16792756,16794952,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1578","R10D12.13b","WBGene00011194",NA,13962417,13963840,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00142820-00001","16947572","16951559",NA,NA
"1579","M01B2.4","WBGene00010798","srbc-76",15252382,15253291,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1580","M01B2.7","WBGene00010800","srsx-37",15257581,15259149,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1581","M01B2.6","WBGene00010799","chil-12",15241584,15243943,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1582","M01B2.1","WBGene00002211","kin-30",15244756,15247786,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1583","C25D7.16","WBGene00050940",NA,15056289,15056791,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"1584","M01B2.2","WBGene00005106","srd-28",15250604,15251671,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
